day,start time,duration,room name,track,title,participants
Sun,1:00 PM,1:30,President's A,Writing,Carl Brandon Awards,"Cecilia Tan, Candra Gill, Nnedi Okorafor, Andrea  Hairston"
Sun,1:00 PM,1:00,Room 201,Fan Interest,SMOF 310: Cons - Collective vs. Business,"JeffWarner, Robert Hafner, Hugh Casey, Dr. Jason S. Schneiderman"
Sun,1:00 PM,4:00,Thomas Paine AB,Gaming,Munchkin Brawl - table top game,Bill Todd
Sun,1:00 PM,1:00,William Dawes A,Literature,Evolution of the Female Protagonist & Antagonist,"Greer Gilman, Genevieve Iseult Eldredge, Phoebe Wray, Sonya Taaffe, Leah Cypess"
Sun,1:00 PM,1:00,William Dawes B,Costuming,Men's Costuming Challenges,"Martin Gear, Ken Kingsgrave-Ernstein, James Hinsey, Kevin Roche, Andy Trembley"
Sun,1:30 PM,0:30,BU Suite (Regency Club),Literature,Reading - Walter Hunt,Walter Hunt
Sun,2:00 PM,0:30,BU Suite (Regency Club),Literature,Reading - Jennifer Williams,Jennifer Williams
Sun,2:00 PM,1:00,Crispus Attucks,Media,Doctor Who: Who's Next?,"Misty Pendragon, Samantha Dings, Mario Di Giacomo, Toni Lay, Brenna Levitin"
Sun,2:00 PM,1:00,Fast Track 1,Fast Track,Laugh Like a Mad Scientist,"Don Sakers, Tom Murphy"
Sun,2:00 PM,1:00,Fast Track 2,Fast Track,Astronomical Drawings,Charlene Taylor D'Alessio
Sun,2:00 PM,1:00,Molly Pitcher,Media,Here Comes the Bride,"James Zavaglia, Stephen R Wilk, Frank Wu, Adam Lipkin, Sonya Taaffe"
Sun,2:00 PM,1:00,Paul Revere A,Fan Interest,I Can Go to Jail for THAT?!,"James A. Wolf, A Joseph Ross, Lisa J Steele, Aimee Bouchard"
Sun,2:00 PM,1:00,Paul Revere B,GOH,Want to Play a Theremin? ,Sarah Clemens
Sun,2:00 PM,1:00,President's CD,Media,Red Shift in The Upgrade Ultimatum,"Michael Simon, Jude Shabry, Brian Lee Rust, Michael McAfee, Gilly Rosenthol, Mare Freed, Chris DeKalb, Jay Sekora, Julia Suggs, Renee Johnson, Joye Thaller, Joshua Nicholson, Shelley MacAskill, Juliet Bowler, Melanie Arzt, Andy Hicks"
Sun,2:00 PM,1:00,Room 201,Art,Branching Out with Your Art,"Mimi Noyes, Scott Lefton, Loren Damewood, Kythryne Aisling, Matt Ryan, Brianna Spacekat Wu"
Sun,2:00 PM,3:00,Thomas Paine AB,Gaming,Terror Network - table top game,Brendan Davis
Sun,2:00 PM,2:00,Thomas Paine AB,Gaming,Steam: Rails to Riches - table top game,Clarence Risher
Sun,2:00 PM,1:00,William Dawes A,Fan Interest,The Twitter Effect,"Mark Waks, Stephanie Clarkson, Bill Levay, David Larochelle, Ken Kingsgrave-Ernstein"
Sun,2:00 PM,1:00,William Dawes B,Literature,Here Endeth the Lesson: Morality in SF/Fantasy,"Suford Lewis, Genevieve Iseult Eldredge, Phoebe Wray, John Hodges, Justine Graykin"
Sun,2:30 PM,0:30,BU Suite (Regency Club),Literature,Reading - Alexander Jablokov,Alexander Jablokov
Sun,3:00 PM,0:30,BU Suite (Regency Club),Literature,Reading - Katherine Crighton,Katherine Crighton
Sun,3:00 PM,1:00,Crispus Attucks,Fan Interest,Sexuality in SF/F,"Genevieve Iseult Eldredge, David Sklar, Trish Wilson, Trisha Wooldridge"
Sun,3:00 PM,1:00,Fast Track 1,Fast Track,Madlibs Live!,"Elayna Jade Smolowitz, Jennifer Hunter"
Sun,3:00 PM,1:00,Fast Track 2,Fast Track,What Would My Super Power Be? ,"Karl G Heinemann, Israel Peskowitz, Michael McAfee, Aimee Yermish, Everett Soares"
Sun,3:00 PM,1:00,Molly Pitcher,Fan Interest,Relationships 101 ,"Rebecca L Kletnieks, Karen Purcell DVM, Michelle Wexelblat, Rachel Sommer, Catherine Kane"
Sun,3:00 PM,1:00,Paul Revere A,GOH,Spintronics,Kevin Roche
Sun,3:00 PM,1:00,Paul Revere B,Art,Blindfold Sculpting,"Elaine Isaak, Lauren Grover"
Sun,3:00 PM,1:00,President's CD,Music,Concert --  Pirates and Lost Girls,"S. J. Tucker, Kevin Wiley, Betsy Tinney"
Sun,3:00 PM,1:00,Room 201,Costuming,Using Basic Electronics in Costumes,"Domingo Diaz, John Bacon, James Hinsey"
Sun,3:00 PM,1:00,William Dawes A,Media,Introduction to Kaiju,"Jonathan Woodward, James A. Wolf, Michael Toole, Michael A Horne, Frank Wu"
Sun,3:00 PM,1:00,William Dawes B,Media,Joss and the Real Girl,"Misty Pendragon, Cynthia A Shettle, David Nurenberg, Resa Nelson, Jill R. Singer"
Sun,3:30 PM,0:30,BU Suite (Regency Club),Literature,Reading - Felicitas Ivey,Felicitas Ivey
Sun,3:30 PM,1:30,President's A,Fan Interest,Medieval Combat: Hands-on lessons in Longsword,
Sun,4:00 PM,0:30,BU Suite (Regency Club),Literature,Reading - Margaret Ronald,Margaret Ronald
Sun,4:00 PM,1:00,Crispus Attucks,Music,A New Filk Hymnal?,"Ellen Kranzer, Gary McGath, A Joseph Ross, Benjamin Newman"
Sun,4:00 PM,1:00,Fast Track 1,Fast Track,Reading & Theremin Demo,Sarah Clemens
Sun,4:00 PM,2:00,Fast Track 2,Fast Track,Play with Clay,"Dawn Albright, Aimee Yermish"
Sun,4:00 PM,1:00,Molly Pitcher,Art,Dueling Easels,"Karen Purcell DVM, E. J. Barnes, Frank Wu, Matt Ryan"
Sun,4:00 PM,1:00,Paul Revere A,Media,Welcome to the Dollhouse,"Misty Pendragon, Howard G Beatman, Mark L Amidon, Brenna Levitin, Eric Zuckerman"
Sun,4:00 PM,1:00,Paul Revere B,Literature,Women and Sci-Fi,"Phoebe Wray, Anna R Bradley, Andrea Berman, Trisha Wooldridge"
Sun,4:00 PM,1:00,Room 201,Fan Interest,E-Books: Pros and Cons,"Meredith Schwartz, Christopher K. Davis, Amy Chused, Bey Woodward, Trish Wilson"
Sun,4:00 PM,1:00,Room 204,Costuming,Northern Lights Costumers' Guild meeting ,"Ann Catelli, Jill Eastlake, Jerome C Conner, Richard Fine"
Sun,4:00 PM,1:00,William Dawes A,Fan Interest,Age and Treachery: The Older Fan,"Martha Adams, JeffWarner, Starwolf, Justine Graykin, Catherine Kane"
Sun,4:00 PM,1:00,William Dawes B,Literature,"Analyzing Fairy Tales, Mythology, and Folklore","Stephen R Wilk, Katherine Crighton, Julia Starkey, Danielle Ackley-McPhail, Sonya Taaffe"
Sun,5:00 PM,1:00,Crispus Attucks,Music,Songwriting Workshop,"A Joseph Ross, Susan Weiner, Catherine Kane, S. J. Tucker, Betsy Tinney"
Sun,5:00 PM,1:00,Molly Pitcher,Fan Interest,Mad Scientist Laugh Contest,"Howard G Beatman, Mike Schneider, Ian Cooper Rose, Dr. James Prego"
Sun,5:00 PM,1:00,Paul Revere A,Fan Interest,Arisia Corporate Meeting,"Samantha Dings, Crystal Huff, Richard Kovalcik, Jill Eastlake, Benjamin Levy, Glenn MacWilliams, Nicholas ""phi"" Shectman"
Sun,5:00 PM,1:00,Paul Revere B,Fan Interest,Charisma is Not a Dump Stat!,"Jonathan Woodward, Elaine Isaak, Stephanie Clarkson, Lori Del Genis, Thomas Traina"
Sun,5:00 PM,2:00,President's CD,Fan Interest,Belly Dance Show,"Jennifer Pelland, Katrina Meyer"
Sun,5:00 PM,1:00,Room 201,Media,Film and Video Archives,"Scott Dorsey, Scott Norwood, Hugh Colston"
Sun,5:00 PM,1:00,Room 204,Art,Amigurumi for Adults,"Ann Catelli, Anna R Bradley, Jill R. Singer"
Sun,5:00 PM,1:00,William Dawes A,Fan Interest,Humor and Fandom,"Thomas F Restivo, Marlin May, Bill Levay, Eric Zuckerman, Hugh Casey"
Sun,5:00 PM,1:00,William Dawes B,Fan Interest,"The Nature of Gender: Past, Present and Future  ","Amy Chused, Sarah Sloane, Dr. Jason S. Schneiderman, Trisha Wooldridge, Mistress Simone"
%Sunday Evening,,,,,,
Sun,6:00 PM,1:00,Crispus Attucks,Anime,Surviving an Anime Con,"Israel Peskowitz, John C. Watson, Elizabeth O'Malley, Jamila Sisco, Dirk Tiede"
Sun,6:00 PM,0:40,Haym Solomon,Media,The Hunt for Gollum,
Sun,6:00 PM,1:45,Molly Pitcher,Media,Trailer Park ,
Sun,6:00 PM,1:00,Paul Revere A,Fan Interest, The Mind of the Nerd: Psychology and Fandom,"Michelle Wexelblat, John Costello, Eric M Van, Aimee Yermish, Dr. Jason S. Schneiderman"
Sun,6:00 PM,1:00,Paul Revere B,Literature,Kick-Ass Moms,"Suford Lewis, Genevieve Iseult Eldredge, Mary Catelli, Shira Lipkin, Leah Cypess"
Sun,6:00 PM,2:00,President's A,Media,Never After,
Sun,6:00 PM,1:00,Room 201,Anime,Gundam: A Historical Perspective,"Jonathan Woodward, Michael Toole, James Hinsey"
Sun,6:00 PM,4:00,Thomas Paine AB,Gaming,Eclipse Phase - Bump in the Night,Jack Graham
Sun,6:00 PM,1:00,William Dawes A,Literature,Disabilities in Science Fiction,"Bonnie Barlow Turner, Alicia ""Kestrell"" Verlager, Amy Chused, Cheryl Braverman"
Sun,6:40 PM,1:20,Haym Solomon,Media,Coming Attractions 2010,
Sun,7:00 PM,1:00,Crispus Attucks,Literature,The Timeless Story,"Terry Franklin, Karl G Heinemann, Peter Maranci, Eric M Van, Victoria Janssen"
Sun,7:00 PM,0:30,Fast Track 1,Fast Track,Learn to Fence,"Stuart Ferguson, Steven Hirsch"
Sun,7:00 PM,1:00,Paul Revere A,Music,Parody Writing,"Michael McAfee, Gary McGath, Catherine Kane"
Sun,7:00 PM,1:00,Paul Revere B,Fan Interest,Coming Out,"Bey Woodward, Larry Nelson, Sarah Sloane, Michelle Driscoll, Little Mel"
Sun,7:00 PM,1:00,Room 201,Costuming,Basic Costume Shapes ,"Ann Catelli, Susan de Guardiola, Toni Lay, Kristina Finan, Fiona Fawkes"
Sun,7:00 PM,1:00,William Dawes A,Literature,Stories that Changed Everything,"James A. Wolf, Mario Di Giacomo, Steve E Popkes, Mark L Amidon, Vikki Rose"
Sun,7:00 PM,3:00,William Dawes B,Anime,Light Anime,
Sun,8:00 PM,0:30,Fast Track 1,Fast Track,Learn to Use a Sword,"Stuart Ferguson, Steven Hirsch"
Sun,8:00 PM,3:00,Haym Solomon,Media,This Week on Brit TV,
Sun,8:00 PM,0:06,Molly Pitcher,Media,EPM       ,
Sun,8:00 PM,1:00,Paul Revere A,Fan Interest,The MADdest Panel,"A Joseph Ross, Mercy E Van Vlack, Daniel Miller, Little Mel"
Sun,8:00 PM,1:00,Paul Revere B,Fan Interest,Online Civility,"Christopher K. Davis, Mark Waks, John C. Watson, Bill Levay, Trish Wilson"
Sun,8:00 PM,3:00,President's CD,Costuming,Malice in Wonderland Dance,
Sun,8:00 PM,0:30,Room 201,Literature,Reading - Leah Cypess,Leah Cypess
Sun,8:00 PM,3:00,Room 204,Gaming,Space Murder - LARP,Kristen Rose
Sun,8:00 PM,4:00,Thomas Paine AB,Gaming,Collateral Damage - table top game,Bill Todd
Sun,8:00 PM,1:00,William Dawes A,Fan Interest,The Modern Pagan,"Dawn Albright, Lisa Wood, Jaime Garmendia, Starwolf, Mistress Simone"
Sun,8:10 PM,2:07,Molly Pitcher,Media,Stardust  ,
Sun,9:00 PM,1:00,Crispus Attucks,Music,Fairy Songs,"Catt Kingsgrave-Ernstein, Benjamin Newman, S. J. Tucker, Betsy Tinney"
Sun,9:00 PM,1:00,Paul Revere A,Fan Interest,Your Kink is OK!,"Mike Schneider, Aimee Bouchard, Darkteddybear, Calliope, Mistress Simone"
Sun,9:00 PM,1:00,President's A,Literature,Hallucinating Shakespeare,Michael Anderson
Sun,9:00 PM,0:30,Room 201,Literature,Reading - Everett Soares,Everett Soares
Sun,9:00 PM,1:00,William Dawes A,Fan Interest,I Buy Online,"Michael Whitehouse, David Larochelle, Robert Hafner"
Sun,9:30 PM,0:30,Room 201,Literature,Reading - David Sklar,David Sklar
Sun,10:00 PM,1:00,Crispus Attucks,Music,"Pick, Pass, Play Open Filk Part 1",Kate Farb-Johnson
Sun,10:00 PM,1:00,Paul Revere A,Fan Interest,Scening and Catharsis,"Ed Fuqua, Aimee Bouchard, Michelle Driscoll, Darkteddybear, Calliope"
Sun,10:00 PM,1:00,Paul Revere B,Fan Interest,Web of Destruction,"Gordon Linzner, James A. Wolf, Martha Adams, Stephanie Clarkson"
Sun,10:00 PM,0:30,Room 201,Literature,Reading - Ethan Gilsdorf,Ethan Gilsdorf
Sun,10:00 PM,1:00,William Dawes A,Fan Interest,Subculture Mashups,"Marlin May, dkap, Dr. James Prego, Everett Soares, Sarah Goodman"
Sun,10:00 PM,4:00,William Dawes B,Anime,Hentai and Yaoi Anime,
Sun,10:15 PM,0:07,Molly Pitcher,Media,The Dreaded Beard,
Sun,10:25 PM,1:28,Molly Pitcher,Media,Zombieland,
Sun,11:00 PM,1:00,Crispus Attucks,Music,"Pick, Pass, Play Open Filk Part 2",Ellen Kranzer
Sun,11:00 PM,1:35,Haym Solomon,Media,Franklyn  ,
Sun,11:00 PM,2:00,President's A,Media,Rock Band on the Big Screen,
%Sunday Late Night,,,,,,
Mon,12:00 AM,1:00,Crispus Attucks,Music,"Pick, Pass, Play Open Filk Part 3",Ellen Kranzer
Mon,12:00 AM,1:18,Molly Pitcher,Media,Fritz the Cat (Rated X),
Mon,12:00 AM,1:00,President's CD,Media,Dr. Horrible's Sing-Along Blog,
Mon,12:00 AM,16:00,Thomas Paine AB,Gaming,Open Gaming,
Mon,12:35 AM,1:00,Haym Solomon,Media,Journey to Saturn,
Mon,1:00 AM,1:00,President's CD,Media,Buffy the Vampire Slayer R-rated Sing-Along,
Mon,2:00 AM,1:35,Haym Solomon,Media,Psycho Beach Party,
Mon,2:00 AM,4:00,William Dawes B,Anime,Heavy Anime,
Mon,3:35 AM,2:00,Haym Solomon,Media,Cyborg Girl,
Mon,5:35 AM,1:25,Haym Solomon,Media,Alien Trespass,
%Monday Morning,,,,,,
Mon,7:00 AM,1:40,Haym Solomon,Media,Missing Lynx,
Mon,9:00 AM,2:00,Molly Pitcher,Media,Audience Choice Film,
Mon,10:00 AM,1:00,Crispus Attucks,Fan Interest,Circus Kaffeeklatsch,"Jacob Lefton, Lindsay Barbieri, Corvus Woolf, Victoria Quine, Tara Jacob, Molly  McCloud"
Mon,10:00 AM,2:00,Fast Track 1,Fast Track,Card Games for the 7-12 Set,"Walter Hunt, Christopher Weuve"
Mon,10:00 AM,1:00,Fast Track 2,Fast Track,Build It with Legos,James Hinsey
Mon,10:00 AM,1:00,Paul Revere A,Literature,Beyond Binary: Exploring Gender Via SF/Fantasy,"Paula Lieberman, Trisha Wooldridge, Sarah Goodman"
Mon,10:00 AM,1:00,Paul Revere B,Literature,Stereotype & Religion in Literature,"Shariann Lewitt, Dawn Albright, Bonnie Barlow Turner, Steve Kanaras, Mike McPhail"
Mon,10:00 AM,2:00,President's A,Fan Interest,Walk the Labyrinth,Jude Shabry
Mon,10:00 AM,1:00,Thomas Paine AB,Gaming,Pandemic - table top game,David K. Storrs
Mon,10:00 AM,4:00,Thomas Paine AB,Gaming,D&D ARMIES - tourney,
Mon,10:00 AM,1:00,William Dawes A,Fan Interest,Intellectual Property Rights,"Meredith Schwartz, Alan Wexelblat, E. J. Barnes, Thomas Traina, Daniel Miller"
Mon,11:00 AM,1:00,Haym Solomon,Literature,Connection and Collaboration,"Sarah Smith, Shira Lipkin, Justine Graykin, S. J. Tucker"
Mon,11:00 AM,1:00,Paul Revere A,Media,Who Watched The Watchmen?,"Jonathan Woodward, Karl G Heinemann, Mark Waks, Resa Nelson, Ed Fuqua"
Mon,11:00 AM,1:00,Paul Revere B,Literature,Subverting the Canon,"Cynthia A Shettle, Marlin May, Vonnie Carts-Powell, Evan Jamieson"
Mon,11:00 AM,1:00,William Dawes B,Fan Interest,Where's the Podcast At?,"Calliope, Mitchell Morris, Michael Bonet, Randee Dawn"
%Monday Afternoon,,,,,,
Mon,12:00 PM,1:00,Fast Track 1,Fast Track,Amazing Watercolors,"Dawn Albright, Elayna Jade Smolowitz"
Mon,12:00 PM,1:00,Fast Track 2,Fast Track,Rock-Paper-Scissors Contest,
Mon,12:00 PM,1:00,Haym Solomon,Literature,"Old Worlds, New Writers","Vonnie Carts-Powell, Tyler Stewart, Paula Lieberman, Adam Lipkin"
Mon,12:00 PM,1:00,Paul Revere A,Literature,Primary Sources,"Stephen R Wilk, Terry Franklin, Mario Di Giacomo, Mark L Amidon"
Mon,12:00 PM,1:00,Paul Revere B,Fan Interest,Poly 350: Polyamory and the Media,"Alan Wexelblat, Bey Woodward, Mike Schneider, Aimee Bouchard"
Mon,12:00 PM,1:00,Room 201,Science,The International Year of Astronomy in Review,"Frank Wu, Steven Hammond,  Ctein"
Mon,12:00 PM,4:00,Thomas Paine AB,Gaming,Collateral Damage - table top game,Bill Todd
Mon,12:00 PM,1:00,William Dawes A,Music,Fannish Music: An Overview,"Marlin May, Stephanie Clarkson, James Hinsey, Benjamin Newman"
Mon,12:00 PM,1:00,William Dawes B,Media,The Invasion Will Be Televised,"Don Sakers, James A. Wolf, Dr. James Prego"
Mon,1:00 PM,1:00,Fast Track 1,Fast Track,How to Draw a Dragon,Frank Wu
Mon,1:00 PM,1:00,Haym Solomon,Media,The State of SyFy (nee Sci-Fi Channel),"James Zavaglia, Cynthia A Shettle, David Sklar"
Mon,1:00 PM,1:00,Paul Revere A,Fan Interest,Convention Feedback 3,"Samantha Dings, Crystal Huff, Richard Kovalcik, Jill Eastlake, Benjamin Levy, Michael Sprague, Noel Rosenberg"
Mon,1:00 PM,1:00,Paul Revere B,Media,The Casting Couch,"James A. Wolf, Lauren Grover"
Mon,1:00 PM,1:00,William Dawes A,Fan Interest,"Metaphors, Memes, and the Mainstreaming of SF","Howard G Beatman, Eric M Van, Sarah Goodman, Ethan Gilsdorf"
Mon,1:00 PM,1:00,William Dawes B,Costuming,You Might Be A Costumer IF...,"Ann Catelli, Kristina Finan, Nightwing Whitehead, Catt Kingsgrave-Ernstein"
Mon,2:00 PM,1:00,Crispus Attucks,Music,Kipling Songs,"Jeff Keller, Sonya Taaffe"
Mon,2:00 PM,2:00,Fast Track 1,Fast Track,Playground Games,Elayna Jade Smolowitz
Mon,2:00 PM,1:00,Haym Solomon,Media,It's a Disaster!,"Terry Franklin, Ken Gale, Jennifer Williams, Tom Wysmuller, Catherine Kane"
Mon,2:00 PM,1:00,Paul Revere A,Fan Interest,The Ephemeral City,"dkap, Starwolf, Kevin Wiley"
Mon,2:00 PM,1:00,Paul Revere B,Media,Stargate: Universe,"James Zavaglia, Robert Hafner, Dr. James Prego"
Mon,2:00 PM,1:00,William Dawes A,Fan Interest,Nerdus Americanus: The American Nerd ,"Israel Peskowitz, David Larochelle, Eric Zuckerman, Ethan Gilsdorf"
Mon,2:00 PM,1:00,William Dawes B,Literature,The Art of Comics,"Alex Newman, Mercy E Van Vlack, Dirk Tiede, Matt Ryan, Steve Kanaras"
Mon,3:00 PM,2:00,Crispus Attucks,Music,Dead Dog Open Filk,Kate Farb-Johnson
Mon,3:00 PM,1:00,Paul Revere A,Media,40 Years of Sesame Street,"Stephanie Clarkson, Daniel Miller, Dr. Jason S. Schneiderman"
Mon,3:00 PM,1:00,Paul Revere B,Fan Interest,"Ethics, Business, and the Future","Michael Whitehouse, Mark L Van Name, Stephen R Balzac, James B Van Bokkelen"
Mon,3:00 PM,1:00,William Dawes A,Literature,SF Resurgence in Comics,"Marlin May, Mark Waks, Jaime Garmendia, Steve Kanaras"
